list_price,price_reduced_amount,description.year_built,description.baths_3qtr,description.sold_price,description.baths_full,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.garage,description.stories,description.beds,description.type,central_air,dishwasher,fireplace,forced_air,hardwood_floors,washer_dryer,basement,single_story,garage_1_or_more,garage_2_or_more,dining_room,two_or_more_stories,shopping,family_room,central_heat,laundry_room,recreation_facilities,view,community_outdoor_space,city_view,community_security_features,city_mean_price,state_mean_price
112600.0,0.0,1950,0.0,115500.0,2.0,0.0,52272.0,3858.0,2.0,Unknown,0.0,1.0,3.0,single_family,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39280.08275862069,41743.11392405063
364900.0,0.0,1989,0.0,358000.0,2.0,0.0,6098.0,1620.0,2.0,Unknown,2.0,1.0,3.0,mobile,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,522150.838150289,522150.838150289
380000.0,10000.0,1985,0.0,380000.0,2.0,1.0,9089.0,1949.0,3.0,Unknown,2.0,2.0,4.0,single_family,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,289714.28571428574,416472.2580645161
310000.0,0.0,2003,0.0,310000.0,2.0,1.0,10890.0,3240.0,3.0,Unknown,2.0,2.0,4.0,single_family,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,256052.60625,254681.5864197531
259000.0,0.0,1950,0.0,259000.0,1.0,1.0,11761.0,1448.0,2.0,Unknown,2.0,1.0,2.0,single_family,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,240881.32653061225,256712.45454545456
159900.0,0.0,1942,0.0,159900.0,3.0,0.0,15246.0,1933.8485593336065,3.0,Unknown,0.0,1.0,5.0,single_family,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,167914.0350877193,167914.0350877193
5000.0,0.0,1968,0.0,385.0,1.8874299001504582,0.0,51401.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39280.08275862069,41743.11392405063
385000.0,15000.0,2003,0.0,368000.0,2.0,0.0,251094.94678872835,1019.0,2.0,condo,1.0,1.0,2.0,condos,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,598470.3116883116,598470.3116883116
75000.0,0.0,1968,0.0,50000.0,1.8874299001504582,0.0,3920.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,522150.838150289,522150.838150289
1750000.0,0.0,1938,0.0,1760000.0,3.0,1.0,10454.0,3571.0,4.0,Unknown,2.0,1.0,4.0,single_family,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1377156.7810650887,1377156.7810650887
5000.0,0.0,1968,0.0,385.0,1.8874299001504582,0.0,51401.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39280.08275862069,41743.11392405063
220000.0,0.0,1912,0.0,200791.0,1.0,0.0,2788.0,1517.0,1.0,Unknown,0.0,2.0,4.0,single_family,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,359241.49019607843,370294.15950920247
549000.0,16000.0,1980,0.0,525000.0,2.0,0.0,12197.0,2110.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,551940.5512820513,533610.1529411764
450000.0,0.0,1925,0.0,425000.0,3.0,0.0,8276.0,3642.0,3.0,Unknown,0.0,1.0,5.0,single_family,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,322413.0057803468,322413.0057803468
438200.0,5000.0,2021,0.0,430000.0,2.0,1.0,251094.94678872835,1502.0,3.0,condo,2.0,2.0,3.0,condos,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,529104.2348993289,516039.8231707317
235000.0,0.0,2005,0.0,235000.0,2.0,0.0,7841.0,1478.0,2.0,Unknown,2.0,1.0,3.0,single_family,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,256052.60625,254681.5864197531
750000.0,50000.0,1968,0.0,750000.0,1.8874299001504582,0.0,9583.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,598470.3116883116,598470.3116883116
230000.0,5000.0,1976,0.0,200000.0,1.0,0.0,220849.0,1776.0,1.0,Unknown,0.0,1.0,3.0,single_family,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,255024.7093023256,255024.7093023256
699900.0,50100.0,1979,2.0,675000.0,1.0,1.0,27835.0,3300.0,4.0,Unknown,2.0,2.0,5.0,single_family,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,675000.0,370294.15950920247
0.0,0.0,1968,0.0,710000.0,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,single_family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060152.5,956001.6949152543
262500.0,0.0,1957,1.0,262500.0,1.0,0.0,7449.0,1398.0,2.0,Unknown,1.0,1.0,4.0,single_family,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,359241.49019607843,370294.15950920247
2350000.0,0.0,1920,0.0,1200000.0,1.8874299001504582,0.0,20038.0,32106.0,2.131203007518797,Unknown,0.0,1.0,0.0,multi_family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322413.0057803468,322413.0057803468
770000.0,20000.0,2007,0.0,745000.0,3.0,0.0,251094.94678872835,2061.0,3.0,townhouse,0.0,2.0,2.0,townhomes,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,438840.127388535,438172.8323699422
140000.0,0.0,1969,0.0,140000.0,2.0,0.0,14375.0,1576.0,2.0,Unknown,0.0,1.0,3.0,single_family,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,192003.05142857143,192003.05142857143
425000.0,0.0,1980,0.0,425000.0,1.8874299001504582,0.0,9549.0,1920.0,2.131203007518797,Unknown,0.0,1.0,0.0,multi_family,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,460463.07738095237,460363.5117647059
249900.0,0.0,1939,0.0,255000.0,1.0,1.0,5227.0,1398.0,2.0,Unknown,1.0,1.0,3.0,single_family,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,240881.32653061225,256712.45454545456
345000.0,0.0,1989,0.0,360000.0,2.0,0.0,251094.94678872835,1605.0,2.0,condo,1.0,2.0,2.0,condos,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,360000.0,258391.81286549708
150000.0,0.0,1978,0.0,145000.0,2.0,1.0,3300.0,1524.0,3.0,townhouse,0.0,2.0,3.0,townhomes,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,313818.4915254237,313818.4915254237
185000.0,10000.0,1960,0.0,185000.0,1.0,0.0,8146.0,1005.0,1.0,Unknown,2.0,1.0,3.0,single_family,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,216802.33766233767,294512.3353293413
199000.0,11000.0,1890,0.0,185000.0,2.0,0.0,1742.0,2400.0,2.0,Unknown,0.0,1.0,6.0,multi_family,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240881.32653061225,256712.45454545456
425000.0,0.0,1947,0.0,412000.0,1.0,1.0,11326.0,2264.0,2.0,Unknown,2.0,2.0,3.0,single_family,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,625508.8529411765,616922.8857142857
689000.0,0.0,1950,0.0,689000.0,2.0,0.0,5998.0,1781.0,2.0,Unknown,2.0,2.0,4.0,single_family,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,529104.2348993289,516039.8231707317
250000.0,5000.0,1922,1.0,248000.0,1.0,0.0,5053.0,1640.0,2.0,Unknown,1.0,1.0,3.0,single_family,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,359241.49019607843,370294.15950920247
599900.0,0.0,1950,0.0,599000.0,1.0,1.0,10001.0,2450.0,2.0,Unknown,2.0,2.0,4.0,single_family,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,625508.8529411765,616922.8857142857
209000.0,0.0,2001,0.0,209000.0,2.0,0.0,3598.0,1392.0,2.0,Unknown,2.0,1.0,3.0,single_family,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,247748.45360824742,296531.85185185185
449500.0,0.0,2015,0.0,455555.0,3.0,0.0,10800.0,3532.0,3.0,Unknown,2.0,1.0,4.0,single_family,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,313818.4915254237,313818.4915254237
289000.0,0.0,1900,0.0,285000.0,2.0,0.0,2100.0,1481.0,2.0,townhouse,0.0,2.0,3.0,townhomes,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,352461.53846153844,258391.81286549708
685000.0,0.0,2002,0.0,685000.0,2.0,1.0,0.0,2116.0,3.0,townhouse,1.0,2.0,3.0,townhomes,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,719222.2222222222,258391.81286549708
470000.0,0.0,2019,0.0,460000.0,2.0,1.0,3485.0,1768.0,3.0,Unknown,2.0,2.0,3.0,single_family,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,295000.6913580247,295000.6913580247
174900.0,0.0,1950,0.0,177500.0,1.0,0.0,6203.0,919.0,1.0,Unknown,1.0,1.0,2.0,single_family,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,247748.45360824742,296531.85185185185
565000.0,0.0,1993,0.0,560000.0,2.0,1.0,6534.0,2573.0,3.0,Unknown,2.0,2.0,4.0,single_family,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,522150.838150289,522150.838150289
399000.0,0.0,1991,0.0,410500.0,2.0,0.0,10019.0,1311.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,431437.2951807229,431437.2951807229
239000.0,0.0,1886,0.0,210000.0,1.8874299001504582,0.0,2484.0,2572.0,2.131203007518797,Unknown,0.0,1.0,4.0,multi_family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205363.63636363635,258391.81286549708
320000.0,10000.0,2002,2.0,320000.0,1.0,0.0,6800.0,2350.0,3.0,Unknown,2.0,1.0,4.0,single_family,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,316604.6783625731,316604.6783625731
730000.0,0.0,1895,0.0,740000.0,3.0,0.0,5177.0,2610.0,3.0,Unknown,0.0,3.0,5.0,multi_family,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1377156.7810650887,1377156.7810650887
325000.0,0.0,1998,0.0,312000.0,2.0,0.0,6098.0,1624.0,2.0,Unknown,2.0,1.0,3.0,single_family,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,295000.6913580247,295000.6913580247
222300.0,11700.0,1994,0.0,215000.0,1.0,1.0,6505.0,1028.0,2.0,Unknown,2.0,2.0,3.0,single_family,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,316604.6783625731,316604.6783625731
97000.0,0.0,1942,0.0,97000.0,1.0,0.0,6665.0,1130.0,1.0,Unknown,1.0,2.0,2.0,single_family,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,216802.33766233767,294512.3353293413
169900.0,0.0,1975,0.0,172500.0,2.0,0.0,11326.0,1699.0,2.0,Unknown,0.0,1.0,4.0,single_family,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,192003.05142857143,192003.05142857143
499900.0,0.0,1993,0.0,498000.0,2.0,0.0,5528.0,1350.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,551940.5512820513,533610.1529411764
209500.0,15000.0,1979,1.0,209500.0,1.0,0.0,251094.94678872835,943.0,2.0,condo,0.0,3.0,2.0,condos,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,460463.07738095237,460363.5117647059
189000.0,0.0,1967,0.0,189000.0,1.0,0.0,251094.94678872835,855.0,1.0,condo,1.0,1.0,1.0,condos,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,598470.3116883116,598470.3116883116
79900.0,0.0,1964,0.0,75000.0,1.0,1.0,6534.0,999.0,2.0,Unknown,0.0,1.0,3.0,single_family,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,294581.858974359,290079.31677018636
85000.0,0.0,1940,0.0,62500.0,1.0,0.0,4792.0,812.0,1.0,Unknown,0.0,1.0,2.0,single_family,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,167914.0350877193,167914.0350877193
409900.0,0.0,2010,0.0,393000.0,2.0,1.0,11761.0,2152.0,3.0,Unknown,2.0,2.0,3.0,single_family,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,393000.0,370294.15950920247
265000.0,10000.0,1987,0.0,260000.0,2.0,1.0,3049.0,1476.0,3.0,Unknown,2.0,3.0,2.0,single_family,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,235423.44827586206,235423.44827586206
369900.0,30000.0,1977,0.0,369900.0,2.0,0.0,7405.0,1352.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,431437.2951807229,431437.2951807229
325000.0,0.0,1961,0.0,345000.0,1.0,1.0,5998.0,1064.0,2.0,Unknown,1.0,2.0,2.0,single_family,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,352461.53846153844,258391.81286549708
69900.0,0.0,1966,0.0,56000.0,1.0,0.0,8276.0,881.0,1.0,Unknown,0.0,1.0,2.0,single_family,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,294581.858974359,290079.31677018636
499500.0,400.0,2019,1.0,485000.0,1.0,0.0,12009.0,1840.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,460463.07738095237,460363.5117647059
145000.0,0.0,1986,0.0,147000.0,2.0,0.0,6970.0,1650.0,2.0,Unknown,0.0,1.0,3.0,single_family,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,192003.05142857143,192003.05142857143
5900.0,17000.0,2000,0.0,5900.0,2.0,0.0,251094.94678872835,1933.8485593336065,2.0,Unknown,0.0,1.0,3.0,mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318379.0489510489,318379.0489510489
699000.0,0.0,1910,0.0,699000.0,3.0,0.0,251094.94678872835,2379.0,3.0,Unknown,1.0,3.0,3.0,single_family,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,465869.625,407850.24404761905
165900.0,0.0,1962,0.0,165900.0,1.0,0.0,6534.0,1044.0,1.0,Unknown,1.0,1.0,3.0,single_family,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,256052.60625,254681.5864197531
96000.0,0.0,1925,0.0,106000.0,1.0,0.0,1925.0,840.0,1.0,townhouse,0.0,2.0,3.0,townhomes,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,205363.63636363635,258391.81286549708
200000.0,0.0,1938,0.0,195000.0,1.0,0.0,13504.0,1502.0,1.0,Unknown,0.0,2.0,4.0,single_family,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,235423.44827586206,235423.44827586206
239900.0,19600.0,1954,0.0,239900.0,1.0,0.0,14810.0,1292.0,1.0,Unknown,1.0,1.0,3.0,single_family,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,318743.8596491228,407850.24404761905
429900.0,5100.0,1973,0.0,415000.0,2.0,0.0,9344.0,1994.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,551940.5512820513,533610.1529411764
424900.0,0.0,1974,0.0,424900.0,2.0,1.0,740520.0,3339.0,3.0,Unknown,0.0,2.0,3.0,single_family,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,192003.05142857143,192003.05142857143
220000.0,0.0,2001,0.0,220000.0,2.0,1.0,9583.0,1899.0,3.0,Unknown,2.0,2.0,3.0,single_family,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,256052.60625,254681.5864197531
299900.0,0.0,1998,0.0,292000.0,2.0,0.0,251094.94678872835,1540.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,255024.7093023256,255024.7093023256
349900.0,0.0,1970,0.0,370000.0,2.0,0.0,7405.0,1092.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,522150.838150289,522150.838150289
480000.0,0.0,1964,1.0,480000.0,1.0,0.0,8000.0,1874.0,2.0,Unknown,1.0,1.0,3.0,single_family,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,460463.07738095237,460363.5117647059
295000.0,0.0,1973,0.0,300000.0,1.0,1.0,45738.0,1954.0,2.0,Unknown,0.0,1.0,3.0,single_family,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,167914.0350877193,167914.0350877193
509900.0,0.0,1997,0.0,515000.0,2.0,1.0,10019.0,2197.0,3.0,Unknown,2.0,1.0,4.0,single_family,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,431437.2951807229,431437.2951807229
450000.0,0.0,1929,0.0,450000.0,3.0,0.0,7405.0,3834.0,3.0,Unknown,3.0,1.0,7.0,multi_family,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,322413.0057803468,322413.0057803468
299000.0,0.0,1900,0.0,299000.0,1.0,0.0,1520.0,1560.0,1.0,Unknown,0.0,2.0,3.0,single_family,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,465869.625,407850.24404761905
479900.0,0.0,2016,0.0,460000.0,2.0,1.0,4792.0,2001.0,3.0,Unknown,2.0,2.0,3.0,single_family,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,465000.0,438172.8323699422
232000.0,0.0,1950,1.0,232000.0,1.0,0.0,7013.0,768.0,2.0,Unknown,2.0,1.0,3.0,single_family,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,216802.33766233767,294512.3353293413
3999999.0,488001.0,1988,0.0,3999999.0,2.0,1.0,2126.0,2126.0,3.0,condo,1.0,1.0,2.0,condos,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1377156.7810650887,1377156.7810650887
209000.0,10000.0,2004,0.0,200000.0,2.0,0.0,6098.0,1344.0,2.0,Unknown,2.0,2.0,3.0,single_family,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,418412.38095238095,416472.2580645161
325000.0,0.0,1978,0.0,340000.0,2.0,1.0,9990.0,2016.0,3.0,Unknown,0.0,2.0,4.0,single_family,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,313818.4915254237,313818.4915254237
949900.0,0.0,1955,0.0,1038712.0,3.0,0.0,11326.0,2700.0,3.0,Unknown,2.0,1.0,4.0,single_family,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,551940.5512820513,533610.1529411764
750000.0,15000.0,2008,0.0,725000.0,2.0,2.0,2614.0,2496.0,4.0,townhouse,1.0,3.0,3.0,townhomes,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,598383.7195121951,598383.7195121951
144815.0,0.0,1951,0.0,144815.0,1.0,0.0,26572.0,1359.0,1.0,Unknown,0.0,1.0,3.0,single_family,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240881.32653061225,256712.45454545456
2200000.0,40000.0,1949,0.0,1900000.0,1.8874299001504582,0.0,46035.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,multi_family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551940.5512820513,533610.1529411764
499900.0,40000.0,1900,0.0,490000.0,1.0,0.0,251094.94678872835,882.0,1.0,condo,0.0,1.0,2.0,condos,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1377156.7810650887,1377156.7810650887
229900.0,0.0,1953,0.0,226500.0,2.0,0.0,5706.0,1133.0,2.0,Unknown,0.0,1.0,3.0,single_family,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,359241.49019607843,370294.15950920247
0.0,0.0,1968,0.0,565000.0,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418412.38095238095,416472.2580645161
219000.0,0.0,1985,0.0,225000.0,2.0,0.0,3180.0,1575.0,2.0,townhouse,0.0,2.0,3.0,townhomes,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,513855.7971014493,534219.5266272189
67500.0,0.0,1956,0.0,75000.0,1.0,0.0,9148.0,1362.0,1.0,Unknown,0.0,1.0,3.0,single_family,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,167914.0350877193,167914.0350877193
375000.0,0.0,2006,0.0,335000.0,3.0,0.0,19166.0,3098.0,3.0,Unknown,2.0,1.0,6.0,single_family,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,202108.79365079364,210282.35971223022
110000.0,0.0,1947,0.0,100000.0,2.0,0.0,10454.0,1203.0,2.0,Unknown,0.0,2.0,3.0,single_family,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,167914.0350877193,167914.0350877193
1175000.0,0.0,2015,0.0,1150000.0,4.0,1.0,6098.0,3314.0,5.0,Unknown,2.0,2.0,5.0,single_family,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,294581.858974359,290079.31677018636
280000.0,0.0,1950,0.0,261000.0,1.0,0.0,12197.0,1822.0,1.0,Unknown,1.0,1.0,3.0,single_family,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,256052.60625,254681.5864197531
388000.0,0.0,1997,0.0,385000.0,2.0,0.0,6970.0,1813.0,2.0,Unknown,0.0,1.0,4.0,mobile,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,522150.838150289,522150.838150289
0.0,0.0,1968,0.0,499300.0,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,single_family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905287.5,416472.2580645161
239900.0,0.0,1977,0.0,245000.0,1.0,0.0,6098.0,1040.0,1.0,Unknown,0.0,1.0,3.0,single_family,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,240881.32653061225,256712.45454545456
99990.0,0.0,1953,0.0,107000.0,1.0,0.0,871.0,1222.0,1.0,townhouse,1.0,2.0,3.0,townhomes,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,235423.44827586206,235423.44827586206
110000.0,0.0,1947,0.0,100000.0,2.0,0.0,10454.0,1203.0,2.0,Unknown,0.0,2.0,3.0,single_family,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,167914.0350877193,167914.0350877193
155000.0,0.0,1970,1.0,155000.0,1.0,0.0,251094.94678872835,1038.0,2.0,condo,1.0,1.0,2.0,condos,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,216802.33766233767,294512.3353293413
325000.0,0.0,1998,0.0,312000.0,2.0,0.0,6098.0,1624.0,2.0,Unknown,2.0,1.0,3.0,single_family,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,295000.6913580247,295000.6913580247
81000.0,0.0,1968,0.0,64000.0,1.8874299001504582,0.0,25317.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,316604.6783625731,316604.6783625731
0.0,0.0,1968,0.0,362800.0,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348330.4347826087,416472.2580645161
450000.0,0.0,1950,0.0,450000.0,1.0,1.0,21371.0,1536.0,2.0,Unknown,0.0,2.0,3.0,single_family,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,465869.625,407850.24404761905
442900.0,0.0,1997,0.0,437000.0,2.0,1.0,8712.0,2057.0,3.0,Unknown,2.0,2.0,3.0,single_family,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,598383.7195121951,598383.7195121951
183000.0,0.0,1997,0.0,194628.0,2.0,0.0,41382.0,1222.0,2.0,Unknown,2.0,1.0,3.0,single_family,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,295000.6913580247,295000.6913580247
99275.0,0.0,1968,0.0,99275.0,1.8874299001504582,0.0,4356.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,431437.2951807229,431437.2951807229
405000.0,0.0,2015,0.0,360000.0,3.0,0.0,7085.0,2683.0,3.0,Unknown,3.0,1.0,4.0,single_family,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,316604.6783625731,316604.6783625731
199900.0,0.0,1941,0.0,207000.0,1.0,0.0,5532.0,1262.0,1.0,Unknown,1.0,1.0,2.0,single_family,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,359241.49019607843,370294.15950920247
415000.0,0.0,1979,0.0,420000.0,2.0,0.0,8712.0,1255.0,2.0,Unknown,2.0,1.0,3.0,single_family,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,431437.2951807229,431437.2951807229
